NOC,Gold,Silver,Bronze,Total
KOR,3,2,0,5
USA,3,0,1,4
ITA,2,3,0,5
CHN,2,2,3,7
BLR,1,0,0,1
CRO,1,0,0,1
CUB,1,0,0,1
GBR,1,0,0,1
ROU,1,0,0,1
FRA,0,1,1,2
IND,0,1,1,2
SRB,0,1,1,2
SVK,0,1,1,2
BEL,0,1,0,1
DEN,0,1,0,1
POL,0,1,0,1
SWE,0,1,0,1
UKR,0,0,2,2
CZE,0,0,1,1
KUW,0,0,1,1
QAT,0,0,1,1
RUS,0,0,1,1
SLO,0,0,1,1
