NOC,Gold,Silver,Bronze,Total
CHN,5,3,0,8
TUR,3,0,2,5
THA,2,0,2,4
RUS,1,2,4,7
UKR,1,1,0,2
BUL,1,0,1,2
GEO,1,0,0,1
IRI,1,0,0,1
BLR,0,2,1,3
KOR,0,2,0,2
PRK,0,1,0,1
HUN,0,1,0,1
INA,0,1,0,1
KAZ,0,1,0,1
LAT,0,1,0,1
COL,0,0,1,1
CRO,0,0,1,1
GRE,0,0,1,1
POL,0,0,1,1
VEN,0,0,1,1
